UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
220631,"R",290,"R",700,"R",41,"R",268,"R",0,"R",0,"R",268,"R",200,"R",75,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",14
220640,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",38,"R",79,"R",14,"Z",0,"Z",0,"R",14,"R",11,"R",79,"R",25
220701,"R",275,"R",388,"R",71,"R",243,"R",1,"R",0,"R",242,"R",125,"R",52,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
220710,"R",282,"R",382,"R",74,"R",301,"R",0,"R",0,"R",301,"R",206,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
220756,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",45,"R",69,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",17
220765,"A",,"A",,"A",,"R",89,"R",0,"R",0,"R",89,"R",64,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
220808,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
220853,"A",,"A",,"A",,"R",268,"R",15,"R",0,"R",253,"R",242,"R",96,"R",31,"R",0,"R",0,"R",31,"R",25,"R",81,"R",20
220862,"R",2428,"R",3980,"R",61,"R",2612,"R",0,"R",0,"R",2612,"R",1988,"R",76,"R",57,"R",0,"R",0,"R",57,"R",31,"R",54,"R",15
220978,"R",2862,"R",4952,"R",58,"R",2976,"Z",0,"Z",0,"R",2976,"R",2256,"R",76,"R",40,"Z",0,"Z",0,"R",40,"R",25,"R",63,"R",17
221050,"A",,"A",,"A",,"R",256,"R",8,"Z",0,"R",248,"R",186,"R",75,"R",44,"R",0,"R",0,"R",44,"R",34,"R",77,"R",20
221096,"R",1550,"R",2257,"R",69,"R",1711,"R",0,"R",0,"R",1711,"R",909,"R",53,"R",127,"R",0,"R",0,"R",127,"R",59,"R",46,"R",28
221102,"A",,"A",,"A",,"R",127,"Z",0,"Z",0,"R",127,"R",85,"R",67,"R",26,"Z",0,"Z",0,"R",26,"R",10,"R",38,"R",20
221148,"A",,"A",,"A",,"R",523,"R",0,"R",0,"R",523,"R",329,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
221157,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",27,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
221184,"R",1368,"R",2732,"R",50,"R",1305,"Z",0,"Z",0,"R",1305,"R",591,"R",45,"R",285,"Z",0,"Z",0,"R",285,"R",130,"R",46,"R",21
221236,"A",,"A",,"A",,"R",137,"R",0,"R",0,"R",137,"R",120,"R",88,"R",12,"Z",0,"Z",0,"R",12,"R",10,"R",83,"R",17
221281,"A",,"A",,"A",,"R",71,"Z",0,"Z",0,"R",71,"R",56,"R",79,"R",4,"Z",0,"Z",0,"R",4,"R",0,"R",0,"R",13
221333,"A",,"A",,"A",,"R",62,"Z",0,"Z",0,"R",62,"R",46,"R",74,"R",25,"Z",0,"Z",0,"R",25,"R",13,"R",52,"R",10
221351,"R",543,"R",573,"R",95,"R",512,"Z",0,"Z",0,"R",512,"R",462,"R",90,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
221388,"A",,"A",,"A",,"R",41,"R",1,"R",0,"R",40,"R",35,"R",88,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",16
221397,"R",1064,"R",1625,"R",65,"R",1154,"R",0,"R",0,"R",1154,"R",621,"R",54,"R",191,"R",0,"R",0,"R",191,"R",93,"R",49,"R",18
221430,"A",,"A",,"A",,"R",139,"R",0,"R",0,"R",139,"R",135,"R",97,"R",256,"R",2,"R",0,"R",254,"R",232,"R",91,"R",20
221485,"R",1907,"R",3154,"R",60,"R",2078,"R",0,"R",0,"R",2078,"R",1018,"R",49,"R",389,"R",0,"R",0,"R",389,"R",122,"R",31,"R",32
221494,"A",,"A",,"A",,"R",136,"R",0,"R",0,"R",136,"R",114,"R",84,"R",18,"R",0,"R",0,"R",18,"R",11,"R",61,"R",20
221519,"R",477,"R",511,"R",93,"R",448,"R",0,"R",0,"R",448,"R",399,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
221582,"A",,"A",,"A",,"R",137,"R",0,"R",0,"R",137,"R",119,"R",87,"R",123,"R",0,"R",0,"R",123,"R",103,"R",84,"R",15
221591,"A",,"A",,"A",,"R",57,"R",0,"R",0,"R",57,"R",40,"R",70,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",20
221607,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",39,"R",83,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
221616,"A",,"A",,"A",,"R",181,"Z",0,"Z",0,"R",181,"R",149,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
221625,"A",,"A",,"A",,"R",427,"R",0,"R",0,"R",427,"R",281,"R",66,"R",96,"R",0,"R",0,"R",96,"R",69,"R",72,"R",15
221634,"A",,"A",,"A",,"R",92,"R",0,"R",0,"R",92,"R",70,"R",76,"R",9,"R",0,"R",0,"R",9,"R",9,"R",100,"R",8
221643,"R",2182,"R",4179,"R",52,"R",2331,"R",0,"R",0,"R",2331,"R",1183,"R",51,"R",435,"R",0,"R",0,"R",435,"R",214,"R",49,"R",20
221661,"R",492,"R",763,"R",64,"R",466,"Z",0,"Z",0,"R",466,"R",355,"R",76,"R",6,"Z",0,"Z",0,"R",6,"R",4,"R",67,"R",13
221731,"R",188,"R",340,"R",55,"R",203,"R",0,"R",0,"R",203,"R",139,"R",68,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",13
221740,"R",2245,"R",3423,"R",66,"R",2136,"R",0,"R",0,"R",2136,"R",1550,"R",73,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",19
221759,"R",5205,"R",6604,"R",79,"R",4883,"R",0,"R",0,"R",4883,"R",4237,"R",87,"R",12,"R",0,"R",0,"R",12,"R",8,"R",67,"R",17
221768,"R",1124,"R",1660,"R",68,"R",1047,"R",0,"R",0,"R",1047,"R",772,"R",74,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",15
221829,"A",,"A",,"A",,"R",72,"R",0,"R",0,"R",72,"R",41,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
221838,"R",1203,"R",1728,"R",70,"R",1469,"R",0,"Z",0,"R",1469,"R",936,"R",64,"R",27,"R",0,"Z",0,"R",27,"R",16,"R",59,"R",12
221847,"R",1874,"R",2575,"R",73,"R",1750,"Z",0,"Z",0,"R",1750,"R",1312,"R",75,"R",11,"Z",0,"Z",0,"R",11,"R",5,"R",45,"R",18
221892,"R",365,"R",553,"R",66,"R",380,"R",0,"R",0,"R",380,"R",291,"R",77,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",20
221908,"R",1313,"R",1837,"R",71,"R",1380,"Z",0,"Z",0,"R",1380,"R",768,"R",56,"R",205,"Z",0,"Z",0,"R",205,"R",116,"R",57,"R",22
221953,"R",275,"R",512,"R",54,"R",334,"R",0,"R",0,"R",334,"R",180,"R",54,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",16
221971,"R",376,"R",707,"R",53,"R",337,"R",0,"R",0,"R",337,"R",298,"R",88,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
221999,"R",1601,"R",1843,"R",87,"R",1606,"R",1,"Z",0,"R",1605,"R",1555,"R",97,"R",1,"R",0,"Z",0,"R",1,"R",1,"R",100,"R",7
222053,"R",2123,"R",3120,"R",68,"R",2176,"R",3,"R",0,"R",2173,"R",1103,"R",51,"R",221,"R",0,"R",0,"R",221,"R",79,"R",36,"R",23
222062,"R",1415,"R",1908,"R",74,"R",1601,"R",0,"R",0,"R",1601,"R",851,"R",53,"R",94,"R",0,"R",0,"R",94,"R",44,"R",47,"R",17
222105,"R",62,"R",129,"R",48,"R",33,"R",0,"R",0,"R",33,"R",21,"R",64,"R",62,"R",0,"R",0,"R",62,"R",38,"R",61,"R",15
222178,"R",905,"R",1027,"R",88,"R",940,"R",0,"R",0,"R",940,"R",723,"R",77,"R",32,"R",0,"R",0,"R",32,"R",14,"R",44,"R",15
222567,"R",524,"R",2943,"R",18,"R",562,"Z",0,"Z",0,"R",562,"R",309,"R",55,"R",460,"Z",0,"Z",0,"R",460,"R",197,"R",43,"R",12
222576,"R",964,"R",2924,"R",33,"R",734,"R",1,"R",0,"R",733,"R",528,"R",72,"R",494,"R",0,"R",0,"R",494,"R",214,"R",43,"R",20
222628,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
222822,"R",427,"R",2245,"R",19,"R",675,"R",0,"R",0,"R",675,"R",218,"R",32,"R",291,"R",0,"R",0,"R",291,"R",109,"R",37,"R",15
222831,"R",1517,"R",3590,"R",42,"R",1563,"R",1,"Z",0,"R",1562,"R",1044,"R",67,"R",12,"Z",0,"Z",0,"R",12,"R",4,"R",33,"R",20
222877,"R",39,"R",54,"R",72,"R",21,"Z",0,"Z",0,"R",21,"R",7,"R",33,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",9
222886,"A",,"A",,"A",,"R",136,"R",0,"R",0,"R",136,"R",99,"R",73,"R",23,"R",0,"R",0,"R",23,"R",17,"R",74,"R",23
222938,"R",66,"R",273,"R",24,"R",60,"Z",0,"Z",0,"R",60,"R",33,"R",55,"R",29,"Z",0,"Z",0,"R",29,"R",8,"R",28,"R",16
222983,"R",435,"R",455,"R",96,"R",332,"R",0,"R",0,"R",332,"R",271,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
222992,"R",2455,"R",10000,"R",25,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",21
223056,"A",,"A",,"A",,"R",74,"R",0,"R",0,"R",74,"R",66,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
223083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
223117,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",4
223232,"R",3364,"R",3736,"R",90,"R",3316,"R",0,"R",0,"R",3316,"R",2946,"R",89,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",14
223320,"R",482,"R",902,"R",53,"R",315,"R",0,"Z",0,"R",315,"R",107,"R",34,"R",174,"Z",0,"Z",0,"R",174,"R",108,"R",62,"R",21
223427,"R",4657,"R",9277,"R",50,"R",4149,"R",0,"R",0,"R",4149,"R",2224,"R",54,"R",3016,"R",0,"R",0,"R",3016,"R",1515,"R",50,"R",26
223463,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
223472,"R",29,"R",67,"R",43,"R",24,"R",0,"R",0,"R",24,"R",12,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
223506,"R",245,"R",1263,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
223524,"R",267,"R",6431,"R",4,"R",314,"R",0,"R",0,"R",314,"R",199,"R",63,"R",907,"R",0,"R",0,"R",907,"R",417,"R",46,"R",21
223773,"R",302,"R",3880,"R",8,"R",201,"Z",0,"Z",0,"R",201,"R",110,"R",55,"R",499,"Z",0,"Z",0,"R",499,"R",168,"R",34,"R",27
223816,"R",729,"R",4742,"R",15,"R",672,"R",4,"R",0,"R",668,"R",360,"R",54,"R",1411,"R",4,"R",0,"R",1407,"R",499,"R",35,"R",17
223852,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
223898,"R",397,"R",1515,"R",26,"R",394,"Z",0,"Z",0,"R",394,"R",202,"R",51,"R",654,"Z",0,"Z",0,"R",654,"R",350,"R",54,"R",20
223922,"R",220,"R",820,"R",27,"R",258,"R",1,"R",0,"R",257,"R",132,"R",51,"R",347,"R",0,"R",0,"R",347,"R",173,"R",50,"R",21
224004,"R",213,"R",449,"R",47,"R",274,"R",0,"R",0,"R",274,"R",161,"R",59,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",12
224013,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
224110,"R",917,"R",3852,"R",24,"R",753,"R",1,"R",0,"R",752,"R",417,"R",55,"R",2176,"R",0,"R",0,"R",2176,"R",1005,"R",46,"R",22
224147,"R",1887,"R",2848,"R",66,"R",2224,"R",1,"R",0,"R",2223,"R",1279,"R",58,"R",43,"R",0,"R",0,"R",43,"R",25,"R",58,"R",19
224156,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",33,"R",80,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",18
224226,"R",535,"R",764,"R",70,"R",538,"R",1,"R",0,"R",537,"R",416,"R",77,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",13
224244,"R",49,"R",85,"R",58,"R",46,"R",0,"R",0,"R",46,"R",23,"R",50,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",10
224271,"R",52,"R",171,"R",30,"R",31,"R",0,"R",0,"R",31,"R",16,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
224323,"R",376,"R",423,"R",89,"R",419,"R",0,"R",0,"R",419,"R",333,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
224350,"R",505,"R",1946,"R",26,"R",491,"R",0,"R",0,"R",491,"R",274,"R",56,"R",718,"R",0,"R",0,"R",718,"R",365,"R",51,"R",14
224527,"R",400,"R",615,"R",65,"R",419,"R",0,"R",0,"R",419,"R",266,"R",63,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15
224545,"R",230,"R",549,"R",42,"R",199,"R",0,"R",0,"R",199,"R",113,"R",57,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",15
224554,"R",1059,"R",2335,"R",45,"R",994,"R",0,"R",0,"R",994,"R",653,"R",66,"R",20,"R",0,"R",0,"R",20,"R",5,"R",25,"R",21
224572,"R",350,"R",7159,"R",5,"R",428,"Z",0,"Z",0,"R",428,"R",275,"R",64,"R",1324,"Z",0,"Z",0,"R",1324,"R",603,"R",46,"R",31
224615,"R",156,"R",5731,"R",3,"R",148,"Z",0,"Z",0,"R",148,"R",85,"R",57,"R",712,"Z",0,"Z",0,"R",712,"R",339,"R",48,"R",20
224642,"R",2909,"R",6562,"R",44,"R",2572,"R",0,"R",0,"R",2572,"R",1685,"R",66,"R",1984,"R",0,"R",0,"R",1984,"R",967,"R",49,"R",25
224660,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
224679,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
224758,"A",,"A",,"A",,"R",13,"Z",0,"Z",0,"R",13,"R",8,"R",62,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",10
224776,"R",37,"R",152,"R",24,"R",49,"Z",0,"Z",0,"R",49,"R",29,"R",59,"R",36,"Z",0,"Z",0,"R",36,"R",15,"R",42,"R",15
224828,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",7
224891,"R",160,"R",760,"R",21,"R",207,"R",0,"R",0,"R",207,"R",128,"R",62,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",21
224961,"R",151,"R",901,"R",17,"R",127,"Z",0,"Z",0,"R",127,"R",75,"R",59,"R",124,"Z",0,"Z",0,"R",124,"R",72,"R",58,"R",18
225070,"R",347,"R",1667,"R",21,"R",547,"R",0,"R",0,"R",547,"R",340,"R",62,"R",209,"R",0,"R",0,"R",209,"R",82,"R",39,"R",21
225201,"A",,"A",,"A",,"R",58,"Z",0,"Z",0,"R",58,"R",40,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
225247,"R",480,"R",620,"R",77,"R",454,"R",0,"R",0,"R",454,"R",307,"R",68,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",12
225308,"R",724,"R",1590,"R",46,"R",708,"R",3,"Z",0,"R",705,"R",341,"R",48,"R",300,"R",0,"R",0,"R",300,"R",96,"R",32,"R",22
225371,"R",550,"R",1946,"R",28,"R",508,"R",1,"R",0,"R",507,"R",257,"R",51,"R",142,"R",0,"R",0,"R",142,"R",60,"R",42,"R",18
225399,"R",511,"R",802,"R",64,"R",510,"Z",0,"Z",0,"R",510,"R",351,"R",69,"R",9,"Z",0,"Z",0,"R",9,"R",1,"R",11,"R",12
225414,"R",246,"R",1670,"R",15,"R",234,"R",0,"R",0,"R",234,"R",173,"R",74,"R",46,"R",0,"R",0,"R",46,"R",32,"R",70,"R",16
225423,"R",4022,"R",12727,"R",32,"R",3847,"R",0,"R",0,"R",3847,"R",2551,"R",66,"R",4399,"R",0,"R",0,"R",4399,"R",2083,"R",47,"R",24
225432,"R",973,"R",3264,"R",30,"R",856,"R",1,"R",0,"R",855,"R",611,"R",71,"R",111,"R",0,"R",0,"R",111,"R",67,"R",60,"R",18
225502,"R",305,"R",780,"R",39,"R",288,"R",0,"R",0,"R",288,"R",162,"R",56,"R",8,"R",0,"R",0,"R",8,"R",2,"R",25,"R",15
225511,"R",4919,"R",10526,"R",47,"R",4745,"Z",0,"Z",0,"R",4745,"R",4027,"R",85,"R",214,"R",0,"R",0,"R",214,"R",142,"R",66,"R",22
225520,"R",410,"R",2203,"R",19,"R",410,"R",0,"R",0,"R",410,"R",161,"R",39,"R",129,"R",0,"R",0,"R",129,"R",56,"R",43,"R",15
225548,"R",248,"R",383,"R",65,"R",246,"R",0,"R",0,"R",246,"R",121,"R",49,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",9
225575,"R",218,"R",322,"R",68,"R",182,"R",0,"R",1,"R",183,"R",117,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
225627,"R",816,"R",1546,"R",53,"R",712,"R",0,"R",0,"R",712,"R",526,"R",74,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",11
225779,"A",,"A",,"A",,"R",35,"R",8,"R",0,"R",27,"R",3,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
225788,"A",,"A",,"A",,"R",154,"R",13,"R",0,"R",141,"R",98,"R",70,"R",24,"R",8,"R",0,"R",16,"R",12,"R",75,"R",10
225876,"R",113,"R",280,"R",40,"R",94,"Z",0,"Z",0,"R",94,"R",45,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
225885,"R",349,"R",415,"R",84,"R",257,"R",0,"R",0,"R",257,"R",147,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
225991,"R",26,"R",51,"R",51,"R",23,"R",0,"R",0,"R",23,"R",18,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
226019,"R",866,"R",2209,"R",39,"R",856,"R",0,"R",0,"R",856,"R",494,"R",58,"R",178,"R",0,"R",0,"R",178,"R",75,"R",42,"R",14
226091,"R",1373,"R",2184,"R",63,"R",1447,"R",0,"R",0,"R",1447,"R",922,"R",64,"R",84,"R",0,"R",0,"R",84,"R",43,"R",51,"R",18
226107,"R",274,"R",742,"R",37,"R",291,"R",0,"R",0,"R",291,"R",172,"R",59,"R",56,"R",0,"R",0,"R",56,"R",21,"R",38,"R",22
226116,"R",302,"R",735,"R",41,"R",255,"R",0,"R",0,"R",255,"R",149,"R",58,"R",105,"R",0,"R",0,"R",105,"R",55,"R",52,"R",19
226125,"A",,"A",,"A",,"R",45,"R",1,"R",0,"R",44,"R",30,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
226134,"R",1065,"R",1923,"R",55,"R",890,"R",0,"R",0,"R",890,"R",608,"R",68,"R",910,"R",0,"R",0,"R",910,"R",456,"R",50,"R",27
226152,"R",1323,"R",1897,"R",70,"R",1116,"R",0,"R",0,"R",1116,"R",860,"R",77,"R",32,"R",0,"R",0,"R",32,"R",22,"R",69,"R",22
226204,"R",396,"R",1504,"R",26,"R",405,"R",0,"R",0,"R",405,"R",282,"R",70,"R",914,"R",0,"R",0,"R",914,"R",513,"R",56,"R",14
226231,"R",309,"R",1227,"R",25,"R",288,"R",0,"R",0,"R",288,"R",226,"R",78,"R",28,"R",0,"R",0,"R",28,"R",14,"R",50,"R",11
226277,"A",,"A",,"A",,"R",339,"R",0,"R",0,"R",339,"R",251,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
226383,"R",293,"R",472,"R",62,"R",309,"R",0,"R",0,"R",309,"R",214,"R",69,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
226408,"R",356,"R",1647,"R",22,"R",316,"R",1,"R",0,"R",315,"R",200,"R",63,"R",259,"R",0,"R",0,"R",259,"R",128,"R",49,"R",15
226471,"R",872,"R",1168,"R",75,"R",751,"R",0,"R",0,"R",751,"R",548,"R",73,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",18
226578,"R",998,"R",2018,"R",49,"R",1044,"R",0,"R",0,"R",1044,"R",620,"R",59,"R",401,"R",0,"R",0,"R",401,"R",174,"R",43,"R",18
226587,"R",219,"R",385,"R",57,"R",246,"R",0,"R",0,"R",246,"R",152,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
226675,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
226806,"R",465,"R",1655,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
226833,"R",890,"R",1565,"R",57,"R",814,"Z",0,"Z",0,"R",814,"R",526,"R",65,"R",5,"Z",0,"Z",0,"R",5,"R",3,"R",60,"R",17
226860,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
226879,"R",15,"R",50,"R",30,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
226903,"A",,"A",,"A",,"R",364,"R",0,"R",0,"R",364,"R",196,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
226930,"R",353,"R",5123,"R",7,"R",372,"Z",0,"Z",0,"R",372,"R",248,"R",67,"R",810,"Z",0,"Z",0,"R",810,"R",403,"R",50,"R",27
227058,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",18,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
227146,"R",1255,"R",2137,"R",59,"R",1197,"R",0,"R",0,"R",1197,"R",608,"R",51,"R",512,"R",0,"R",0,"R",512,"R",219,"R",43,"R",23
227155,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",26,"R",0,"R",0,"R",26,"R",23,"R",88,"R",11
227182,"R",6344,"R",29998,"R",21,"R",6486,"Z",0,"Z",0,"R",6486,"R",3501,"R",54,"R",5888,"Z",0,"Z",0,"R",5888,"R",2440,"R",41,"R",21
227191,"R",230,"R",5593,"R",4,"R",287,"Z",0,"Z",0,"R",287,"R",179,"R",62,"R",782,"Z",0,"Z",0,"R",782,"R",395,"R",51,"R",27
227216,"R",4770,"R",9019,"R",53,"R",4720,"R",7,"Z",0,"R",4713,"R",3685,"R",78,"R",95,"R",0,"R",0,"R",95,"R",54,"R",57,"R",25
227225,"R",478,"R",751,"R",64,"R",440,"R",0,"R",0,"R",440,"R",238,"R",54,"R",102,"R",0,"R",0,"R",102,"R",43,"R",42,"R",20
227298,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
227304,"R",626,"R",1682,"R",37,"R",653,"R",0,"R",0,"R",653,"R",333,"R",51,"R",724,"R",0,"R",0,"R",724,"R",193,"R",27,"R",22
227313,"A",,"A",,"A",,"R",153,"R",0,"R",0,"R",153,"R",124,"R",81,"R",81,"R",0,"R",0,"R",81,"R",51,"R",63,"R",20
227322,"A",,"A",,"A",,"R",162,"R",0,"R",0,"R",162,"R",136,"R",84,"R",80,"R",0,"R",0,"R",80,"R",59,"R",74,"R",30
227331,"R",373,"R",552,"R",68,"R",337,"R",0,"R",0,"R",337,"R",230,"R",68,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",11
227368,"R",4234,"R",6241,"R",68,"R",4197,"R",0,"R",0,"R",4197,"R",3209,"R",76,"R",307,"R",0,"R",0,"R",307,"R",188,"R",61,"R",19
227377,"R",497,"R",3027,"R",16,"R",397,"R",0,"R",0,"R",397,"R",275,"R",69,"R",594,"R",0,"R",0,"R",594,"R",347,"R",58,"R",19
227386,"R",348,"R",1403,"R",25,"R",391,"R",0,"R",0,"R",391,"R",186,"R",48,"R",60,"R",1,"R",0,"R",59,"R",22,"R",37,"R",15
227401,"R",647,"R",2062,"R",31,"R",754,"R",0,"R",0,"R",754,"R",417,"R",55,"R",239,"R",0,"R",0,"R",239,"R",76,"R",32,"R",26
227429,"R",134,"R",178,"R",75,"R",105,"R",0,"R",0,"R",105,"R",71,"R",68,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",22
227526,"R",2176,"R",2696,"R",81,"R",2043,"R",0,"R",0,"R",2043,"R",1503,"R",74,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",19
227687,"R",336,"R",1193,"R",28,"R",387,"Z",0,"Z",0,"R",387,"R",174,"R",45,"R",629,"Z",0,"Z",0,"R",629,"R",357,"R",57,"R",17
227748,"A",,"A",,"A",,"R",34,"Z",0,"Z",0,"R",34,"R",29,"R",85,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",14
227757,"R",956,"R",1024,"R",93,"R",1046,"R",2,"R",0,"R",1044,"R",1017,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
227766,"R",433,"R",8548,"R",5,"R",569,"Z",0,"Z",0,"R",569,"R",386,"R",68,"R",1382,"Z",0,"Z",0,"R",1382,"R",756,"R",55,"R",28
227845,"R",803,"R",1077,"R",75,"R",790,"R",0,"R",0,"R",790,"R",622,"R",79,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",15
227854,"R",329,"R",1659,"R",20,"R",322,"Z",0,"Z",0,"R",322,"R",180,"R",56,"R",700,"Z",0,"Z",0,"R",700,"R",280,"R",40,"R",20
227863,"R",350,"R",614,"R",57,"R",290,"R",0,"R",0,"R",290,"R",239,"R",82,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",11
