UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
451282,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",16,"R",76,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
451291,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
451334,"A",,"A",,"A",,"R",71,"R",0,"Z",0,"R",71,"R",58,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
451343,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",20
451352,"A",,"A",,"A",,"R",84,"R",0,"R",0,"R",84,"R",77,"R",92,"R",75,"R",0,"R",0,"R",75,"R",59,"R",79,"R",12
451370,"R",7,"R",23,"R",30,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
451398,"R",52,"R",57,"R",91,"R",57,"R",0,"R",0,"R",57,"R",55,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
451404,"R",102,"R",183,"R",56,"R",79,"R",0,"R",0,"R",79,"R",52,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
451413,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",17,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
451459,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
451468,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",13,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
451477,"A",,"A",,"A",,"R",158,"R",0,"R",0,"R",158,"R",100,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
451495,"A",,"A",,"A",,"R",7,"Z",0,"Z",0,"R",7,"R",7,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
451501,"A",,"A",,"A",,"R",89,"R",0,"R",0,"R",89,"R",70,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
451529,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",9,"R",56,"R",56,"R",0,"R",0,"R",56,"R",32,"R",57,"R",7
451538,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",16,"R",84,"R",78,"Z",0,"Z",0,"R",78,"R",40,"R",51,"R",15
451547,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",12,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
451556,"R",752,"R",752,"R",100,"R",133,"R",0,"R",0,"R",133,"R",83,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
451565,"A",,"A",,"A",,"R",28,"R",0,"R",0,"R",28,"R",21,"R",75,"R",8,"R",0,"R",0,"R",8,"R",3,"R",38,"R",12
451574,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",17,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
451583,"A",,"A",,"A",,"R",33,"R",2,"R",0,"R",31,"R",29,"R",94,"R",79,"R",2,"R",0,"R",77,"R",52,"R",68,"R",7
451626,"A",,"A",,"A",,"R",42,"R",0,"R",0,"R",42,"R",36,"R",86,"R",28,"R",0,"R",0,"R",28,"R",25,"R",89,"R",9
451635,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
451671,"R",105,"R",530,"R",20,"R",131,"R",0,"R",0,"R",131,"R",117,"R",89,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",12
451714,"A",,"A",,"A",,"R",37,"R",1,"R",0,"R",36,"R",28,"R",78,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",18
451741,"R",50,"R",109,"R",46,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
451750,"R",98,"R",285,"R",34,"R",11,"R",0,"R",0,"R",11,"R",7,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
451820,"R",48,"R",131,"R",37,"R",62,"R",1,"Z",0,"R",61,"R",31,"R",51,"R",14,"Z",0,"Z",0,"R",14,"R",6,"R",43,"R",17
451857,"A",,"A",,"A",,"R",73,"R",0,"R",0,"R",73,"R",47,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
451866,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
451875,"R",2,"R",34,"R",6,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",6
451884,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",3
451909,"A",,"A",,"A",,"R",127,"Z",0,"Z",0,"R",127,"R",88,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
451918,"A",,"A",,"A",,"R",14,"R",0,"Z",0,"R",14,"R",10,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
452009,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",12,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
452072,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",30,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
452081,"A",,"A",,"A",,"R",131,"R",0,"R",0,"R",131,"R",88,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
452106,"A",,"A",,"A",,"R",27,"R",2,"R",0,"R",25,"R",25,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
452124,"A",,"A",,"A",,"R",30,"Z",0,"Z",0,"R",30,"R",17,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
452373,"R",18,"R",89,"R",20,"R",11,"R",0,"R",0,"R",11,"R",6,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
452540,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
452771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
452780,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
452887,"A",,"A",,"A",,"R",67,"R",0,"R",0,"R",67,"R",58,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
452948,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",9,"R",53,"R",19,"R",0,"R",0,"R",19,"R",10,"R",53,"R",18
453109,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
453163,"R",3,"R",1848,"R",0,"R",9,"Z",0,"Z",0,"R",9,"R",4,"R",44,"R",351,"Z",0,"Z",0,"R",351,"R",100,"R",28,"R",54
453215,"R",3,"R",272,"R",1,"R",6,"Z",0,"Z",0,"R",6,"R",2,"R",33,"R",71,"Z",0,"Z",0,"R",71,"R",32,"R",45,"R",33
453297,"A",,"A",,"A",,"R",8,"R",0,"Z",0,"R",8,"R",5,"R",63,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",5
453756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
453792,"A",,"A",,"A",,"R",35,"R",0,"R",0,"R",35,"R",32,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
454184,"R",143,"R",195,"R",73,"R",149,"R",0,"R",0,"R",149,"R",117,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
454227,"R",24,"R",5834,"R",0,"R",20,"R",0,"R",0,"R",20,"R",17,"R",85,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",20
454236,"R",7,"R",179,"R",4,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",8
454245,"R",2,"R",206,"R",1,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
454306,"A",,"A",,"A",,"R",44,"Z",0,"Z",0,"R",44,"R",23,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
454458,"A",,"A",,"A",,"R",55,"R",0,"R",0,"R",55,"R",37,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
454537,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",15,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
454546,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",9,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
454555,"A",,"A",,"A",,"R",40,"Z",0,"Z",0,"R",40,"R",22,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
454573,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",22,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
454582,"R",7,"R",42,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
454607,"A",,"A",,"A",,"R",52,"Z",0,"Z",0,"R",52,"R",39,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
454616,"R",36,"R",91,"R",40,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
454652,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
454689,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
454698,"A",,"A",,"A",,"R",288,"R",0,"R",0,"R",288,"R",211,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
454722,"A",,"A",,"A",,"R",10,"Z",0,"Z",0,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
454759,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",8,"Z",0,"Z",0,"R",8,"R",5,"R",63,"R",10
454768,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",11,"R",100,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"R",18
454777,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",16,"R",100,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",10
454786,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
454795,"A",,"A",,"A",,"R",23,"R",0,"R",0,"R",23,"R",18,"R",78,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",31
454801,"A",,"A",,"A",,"R",31,"R",0,"R",0,"R",31,"R",23,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
454810,"A",,"A",,"A",,"R",387,"R",0,"R",0,"R",387,"R",208,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",36
454829,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",20
454847,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",43,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
454856,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
454865,"R",233,"R",329,"R",71,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",20
454874,"A",,"A",,"A",,"R",24,"R",0,"R",0,"R",24,"R",19,"R",79,"R",16,"Z",0,"Z",0,"R",16,"R",14,"R",88,"R",6
454908,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",17,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
454917,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",11,"R",100,"R",4,"Z",0,"Z",0,"R",4,"R",3,"R",75,"R",15
454926,"A",,"A",,"A",,"R",34,"R",0,"R",0,"R",34,"R",24,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
454935,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
454944,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
454953,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",10
454962,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",12
454971,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",14,"R",88,"R",3,"Z",0,"Z",0,"R",3,"R",2,"R",67,"R",9
454980,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",3,"Z",0,"Z",0,"R",3,"R",3,"R",100,"R",5
454999,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",9,"Z",0,"Z",0,"R",9,"R",8,"R",89,"R",8
455008,"A",,"A",,"A",,"R",24,"Z",0,"Z",0,"R",24,"R",20,"R",83,"R",9,"Z",0,"Z",0,"R",9,"R",6,"R",67,"R",14
455017,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",5
455026,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",12,"R",71,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",7
455053,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",4,"R",33,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",16
455062,"A",,"A",,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",20
455071,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
455080,"A",,"A",,"A",,"R",43,"R",0,"R",0,"R",43,"R",24,"R",56,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
455105,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
455114,"R",719,"R",4367,"R",16,"R",805,"R",1,"R",0,"R",804,"R",419,"R",52,"R",739,"R",1,"R",0,"R",738,"R",305,"R",41,"R",22
455141,"A",,"A",,"A",,"R",62,"R",0,"R",0,"R",62,"R",47,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
455187,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"R",37,"Z",0,"Z",0,"R",37,"R",35,"R",95,"R",20
455196,"A",,"A",,"A",,"R",130,"Z",0,"Z",0,"R",130,"R",104,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
455202,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",36,"R",95,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",12
455211,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",23,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
455220,"A",,"A",,"A",,"R",33,"R",0,"R",0,"R",33,"R",9,"R",27,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
455239,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",4
455257,"R",80,"R",121,"R",66,"R",66,"R",0,"R",0,"R",66,"R",66,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",37
455275,"A",,"A",,"A",,"R",70,"R",0,"R",0,"R",70,"R",49,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
455284,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",20,"R",77,"R",22,"R",0,"R",0,"R",22,"R",11,"R",50,"R",14
455327,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
455336,"A",,"A",,"A",,"R",102,"R",0,"R",0,"R",102,"R",62,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455345,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
455354,"A",,"A",,"A",,"R",43,"Z",0,"Z",0,"R",43,"R",32,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455381,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",10
455460,"A",,"A",,"A",,"R",22,"Z",0,"Z",0,"R",22,"R",9,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
455479,"A",,"A",,"A",,"R",43,"Z",0,"Z",0,"R",43,"R",30,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
455488,"A",,"A",,"A",,"R",62,"Z",0,"Z",0,"R",62,"R",27,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
455512,"R",262,"R",1270,"R",21,"R",191,"R",0,"R",0,"R",191,"R",132,"R",69,"R",250,"R",0,"R",0,"R",250,"R",118,"R",47,"R",19
455558,"A",,"A",,"A",,"R",54,"R",0,"R",0,"R",54,"R",30,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
455628,"A",,"A",,"A",,"R",50,"Z",0,"Z",0,"R",50,"R",25,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
455664,"R",1,"R",47,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
455707,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455725,"A",,"A",,"A",,"R",211,"R",0,"R",0,"R",211,"R",168,"R",80,"R",40,"R",0,"R",0,"R",40,"R",28,"R",70,"R",11
455734,"A",,"A",,"A",,"R",75,"R",0,"R",0,"R",75,"R",48,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455761,"A",,"A",,"A",,"R",58,"Z",0,"Z",0,"R",58,"R",46,"R",79,"R",24,"Z",0,"Z",0,"R",24,"R",19,"R",79,"R",14
455770,"R",35,"R",57,"R",61,"R",31,"R",0,"R",0,"R",31,"R",24,"R",77,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",15
455798,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",15,"R",83,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",12
455831,"A",,"A",,"A",,"R",114,"R",0,"R",0,"R",114,"R",90,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
455840,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",29,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
455859,"A",,"A",,"A",,"R",41,"R",0,"R",0,"R",41,"R",37,"R",90,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"R",19
455868,"A",,"A",,"A",,"R",71,"R",0,"R",0,"R",71,"R",56,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
455877,"A",,"A",,"A",,"R",31,"Z",0,"Z",0,"R",31,"R",27,"R",87,"R",16,"Z",0,"Z",0,"R",16,"R",12,"R",75,"R",15
455886,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",12,"R",71,"R",6,"Z",0,"Z",0,"R",6,"R",5,"R",83,"R",8
455895,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"R",12,"R",0,"R",0,"R",12,"R",7,"R",58,"R",11
455901,"A",,"A",,"A",,"R",40,"R",0,"R",0,"R",40,"R",38,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
455910,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
455929,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455956,"A",,"A",,"A",,"R",61,"R",0,"R",0,"R",61,"R",46,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
455965,"A",,"A",,"A",,"R",20,"R",0,"R",0,"R",20,"R",19,"R",95,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
455974,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
455983,"A",,"A",,"A",,"R",102,"R",0,"R",0,"R",102,"R",77,"R",75,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",11
456001,"A",,"A",,"A",,"R",24,"Z",0,"Z",0,"R",24,"R",24,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
456029,"A",,"A",,"A",,"R",22,"R",0,"R",0,"R",22,"R",18,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
456038,"A",,"A",,"A",,"R",109,"R",0,"R",0,"R",109,"R",80,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
456065,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",27,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
456074,"A",,"A",,"A",,"R",44,"Z",0,"Z",0,"R",44,"R",28,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
456126,"A",,"A",,"A",,"R",21,"R",0,"Z",0,"R",21,"R",14,"R",67,"R",9,"R",0,"Z",0,"R",9,"R",6,"R",67,"R",12
456135,"A",,"A",,"A",,"R",23,"R",1,"Z",0,"R",22,"R",12,"R",55,"R",13,"R",0,"Z",0,"R",13,"R",6,"R",46,"R",17
456153,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",20,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
456180,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
456205,"A",,"A",,"A",,"R",97,"Z",0,"Z",0,"R",97,"R",58,"R",60,"R",16,"Z",0,"Z",0,"R",16,"R",9,"R",56,"R",18
456214,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",49,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
456287,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",24,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
456454,"A",,"A",,"A",,"R",36,"Z",0,"Z",0,"R",36,"R",20,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
456481,"R",2,"R",15,"R",13,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",7
456490,"R",6,"R",30,"R",20,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",5
456506,"A",,"A",,"A",,"R",42,"R",0,"R",0,"R",42,"R",28,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
456515,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",37,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
456551,"A",,"A",,"A",,"R",38,"R",0,"R",0,"R",38,"R",32,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
456560,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",2,"R",17,"R",6,"R",0,"R",0,"R",6,"R",1,"R",17,"R",10
456579,"A",,"A",,"A",,"R",230,"Z",0,"Z",0,"R",230,"R",134,"R",58,"R",34,"Z",0,"Z",0,"R",34,"R",19,"R",56,"R",15
456588,"A",,"A",,"A",,"R",12,"Z",0,"Z",0,"R",12,"R",11,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
456597,"A",,"A",,"A",,"R",24,"Z",0,"Z",0,"R",24,"R",19,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
456621,"R",1,"R",87,"R",1,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",41
456825,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",24,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
456861,"A",,"A",,"A",,"R",104,"R",0,"R",0,"R",104,"R",79,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
456922,"A",,"A",,"A",,"R",133,"Z",0,"Z",0,"R",133,"R",87,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
456931,"A",,"A",,"A",,"R",98,"Z",0,"Z",0,"R",98,"R",71,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
456959,"R",169,"R",219,"R",77,"R",176,"R",0,"Z",0,"R",176,"R",141,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
456968,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",17,"R",81,"R",21,"R",0,"R",0,"R",21,"R",16,"R",76,"R",20
456977,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",2,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
457022,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
457031,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",17,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
457077,"A",,"A",,"A",,"R",98,"Z",0,"Z",0,"R",98,"R",64,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
457086,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
457101,"A",,"A",,"A",,"R",24,"Z",0,"Z",0,"R",24,"R",14,"R",58,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",22
457110,"A",,"A",,"A",,"R",16,"Z",0,"Z",0,"R",16,"R",14,"R",88,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",17
